infoStartAddr:	0x2DA00
numEntries:	0x458	1112
title:	GEM_GEN_PARAM_ST
paramStartAddr:	0x00006880
entryID   	paramAddr 	infoAddr  	isUnique:1	pad_0[4]	gemNameIdOffset	disableSlotRateModify:1	slotTypeRateA	slotTypeRateB	slotTypeRateC	slotTypeRateD	slotTypeRateE	slotTypeRateF	gemRankDoping	pad_1[3]	gemeffectGenParamType_0	gemeffectGenParam_0	manifestRate_0	negativizeRate_0	gemeffectGenParamType_1	gemeffectGenParam_1	manifestRate_1	negativizeRate_1	gemeffectGenParamType_2	gemeffectGenParam_2	manifestRate_2	negativizeRate_2	gemeffectGenParamType_3	gemeffectGenParam_3	manifestRate_3	negativizeRate_3	gemeffectGenParamType_4	gemeffectGenParam_4	manifestRate_4	negativizeRate_4	gemeffectGenParamType_5	gemeffectGenParam_5	manifestRate_5	negativizeRate_5	equipableSegmentBody:1	equipableSegmentWeapon:1	unremovable:1	isGuestDrop:1
0x0002E78E	0x00017320	0x00031596	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0035 0020 30a4 30ba
0x00030D40	0x000173B0	0x000315B2	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8a93 7d04 ff1a 8840 65cf 72e9 308a
0x00030D4A	0x00017440	0x000315C2	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8a93 7d04 ff1a 8840 65cf
0x00030D54	0x000174D0	0x000315CE	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8a93 7d04 ff1a 72e9 4eba 72e9 308a
0x00033450	0x00017560	0x000315DE	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-5222680231936.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 53f3 56de 308a 306e 5909 614b 300d 306e 539f 77f3
0x00033451	0x000175F0	0x000315FA	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-261208778387488768.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 5de6 56de 308a 306e 5909 614b 300d 306e 539f 77f3
0x00033452	0x00017680	0x00031616	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	369098752.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 62dd 9818 300d 306e 539f 77f3
0x00033453	0x00017710	0x0003162A	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	17592186044416.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 30aa 30c9 30f3 306e 4ea4 308f 308a 300d 306e 539f 77f3
0x00033454	0x000177A0	0x00031648	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 6e56 300d 306e 539f 77f3
0x00033455	0x00017830	0x0003165A	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 6df1 6d77 300d 306e 539f 77f3
0x00033456	0x000178C0	0x0003166E	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-13576803638250229989376.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 7834 58ca 8005 300d 306e 539f 77f3
0x00033457	0x00017950	0x00031684	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-3022314549036572936765440.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 6b53 697d 8005 300d 306e 539f 77f3
0x00033458	0x000179E0	0x0003169A	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-148552804714245632987894906880.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 4ea4 308f 308b 8005 300d 306e 539f 77f3
0x00033459	0x00017A70	0x000316B2	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-7788445287802241442795744493830144.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 7d99 627f 8005 300d 306e 539f 77f3
0x0003345A	0x00017B00	0x000316C8	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 7363 300d 306e 539f 77f3
0x0003345B	0x00017B90	0x000316DA	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-458752.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 6708 300d 306e 539f 77f3
0x0003345C	0x00017C20	0x000316EC	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-23622320128.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 0042 004a 300c 77b3 300d 306e 539f 77f3
0x000EF421	0x00017CB0	0x000316FE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	498.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031
0x000EF422	0x00017D40	0x00031740	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	500.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0032
0x000EF423	0x00017DD0	0x00031782	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	502.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0033
0x000EF424	0x00017E60	0x000317C4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	504.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0034
0x000EF425	0x00017EF0	0x00031806	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	506.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0035
0x000EF426	0x00017F80	0x00031848	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	508.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0036
0x000EF427	0x00018010	0x0003188A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	510.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0037
0x000EF428	0x000180A0	0x000318CC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	512.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0038
0x000EF429	0x00018130	0x0003190E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	516.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0039
0x000EF42A	0x000181C0	0x00031950	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	520.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0030
0x000EF42B	0x00018250	0x00031994	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	524.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0031
0x000EF42C	0x000182E0	0x000319D8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	528.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0032
0x000EF42D	0x00018370	0x00031A1C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	532.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0033
0x000EF42E	0x00018400	0x00031A60	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	536.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0034
0x000EF42F	0x00018490	0x00031AA4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	540.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0035
0x000EF430	0x00018520	0x00031AE8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	544.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0036
0x000EF431	0x000185B0	0x00031B2C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	548.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0037
0x000EF432	0x00018640	0x00031B70	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	552.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0038
0x000EF433	0x000186D0	0x00031BB4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	556.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0039
0x000EF434	0x00018760	0x00031BF8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	560.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0032 0030
0x000EF485	0x000187F0	0x00031C3C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	760301003742012879405056.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031
0x000EF486	0x00018880	0x00031C7C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	765023370224882524618752.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0032
0x000EF487	0x00018910	0x00031CBC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	769745736707752169832448.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0033
0x000EF488	0x000189A0	0x00031CFC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	774468103190621815046144.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0034
0x000EF489	0x00018A30	0x00031D3C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	779190469673491460259840.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0035
0x000EF48A	0x00018AC0	0x00031D7C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	783912836156361105473536.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0036
0x000EF48B	0x00018B50	0x00031DBC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	788635202639230750687232.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0037
0x000EF48C	0x00018BE0	0x00031DFC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	793357569122100395900928.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0038
0x000EF48D	0x00018C70	0x00031E3C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	798079935604970041114624.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0039
0x000EF48E	0x00018D00	0x00031E7C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	802802302087839686328320.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0030
0x000EF48F	0x00018D90	0x00031EBE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	807524668570709331542016.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0031
0x000EF490	0x00018E20	0x00031F00	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	812247035053578976755712.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0032
0x000EF491	0x00018EB0	0x00031F42	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	816969401536448621969408.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0033
0x000EF492	0x00018F40	0x00031F84	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	821691768019318267183104.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0034
0x000EF493	0x00018FD0	0x00031FC6	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	826414134502187912396800.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0035
0x000EF494	0x00019060	0x00032008	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	831136500985057557610496.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0036
0x000EF495	0x000190F0	0x0003204A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	835858867467927202824192.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0037
0x000EF496	0x00019180	0x0003208C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	840581233950796848037888.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0038
0x000EF497	0x00019210	0x000320CE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	845303600433666493251584.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0039
0x000EF498	0x000192A0	0x00032110	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	850025966916536138465280.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 653b 6483 529b 3010 7269 7406 3011 500d 7387 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0032 0030
0x000F1B31	0x00019330	0x00032152	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-5222680231936.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d7 30ec 30a4 30c7 30d0 30c3 30b0 7528 ff1a 6700 5927 0048 0050 002b 0035 0025
