infoStartAddr:	0xB710
numEntries:	0x28A	650
title:	WEAPON_GEN_PARAM_ST
paramStartAddr:	0x00003D30
entryID   	paramAddr 	infoAddr  	wepParamId	gemSlotType_0	gemGenId_0	gemSlotType_1	gemGenId_1	gemSlotType_2	gemGenId_2	gemSlotType_3	gemGenId_3	gemSlotType_4	gemGenId_4	equipableGemSegmentMask	reserveGemSlotNo_0	reserveGemSlotNo_1	reserveGemSlotNo_2
0x007BC398	0x000075A0	0x0000C64E	8111000	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff11 ff10
0x007BE6C0	0x000075D0	0x0000C65C	8120000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263
0x007BE724	0x00007600	0x0000C664	8120100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff11
0x007BE788	0x00007630	0x0000C670	8120200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff12
0x007BE7EC	0x00007660	0x0000C67C	8120300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff13
0x007BE850	0x00007690	0x0000C688	8120400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff14
0x007BE8B4	0x000076C0	0x0000C694	8120500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff15
0x007BE918	0x000076F0	0x0000C6A0	8120600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff16
0x007BE97C	0x00007720	0x0000C6AC	8120700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff17
0x007BE9E0	0x00007750	0x0000C6B8	8120800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff18
0x007BEA44	0x00007780	0x0000C6C4	8120900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff19
0x007BEAA8	0x000077B0	0x0000C6D0	8121000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 69cc 5927 5263 ff0b ff11 ff10
0x007CF830	0x000077E0	0x0000C6DE	8190000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 69cc 5927 5263
0x00895440	0x00007810	0x0000C6EA	9000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363
0x008954A4	0x00007840	0x0000C6F0	9000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff11
0x00895508	0x00007870	0x0000C6FA	9000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff12
0x0089556C	0x000078A0	0x0000C704	9000300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff13
0x008955D0	0x000078D0	0x0000C70E	9000400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff14
0x00895634	0x00007900	0x0000C718	9000500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff15
0x00895698	0x00007930	0x0000C722	9000600	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff16
0x008956FC	0x00007960	0x0000C72C	9000700	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff17
0x00895760	0x00007990	0x0000C736	9000800	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff18
0x008957C4	0x000079C0	0x0000C740	9000900	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff19
0x00895828	0x000079F0	0x0000C74A	9001000	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 62f3 7363 ff0b ff11 ff10
0x00897B50	0x00007A20	0x0000C756	9010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363
0x00897BB4	0x00007A50	0x0000C75C	9010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff11
0x00897C18	0x00007A80	0x0000C766	9010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff12
0x00897C7C	0x00007AB0	0x0000C770	9010300	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff13
0x00897CE0	0x00007AE0	0x0000C77A	9010400	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff14
0x00897D44	0x00007B10	0x0000C784	9010500	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff15
0x00897DA8	0x00007B40	0x0000C78E	9010600	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff16
0x00897E0C	0x00007B70	0x0000C798	9010700	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff17
0x00897E70	0x00007BA0	0x0000C7A2	9010800	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff18
0x00897ED4	0x00007BD0	0x0000C7AC	9010900	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff19
0x00897F38	0x00007C00	0x0000C7B6	9011000	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 62f3 7363 ff0b ff11 ff10
0x0089A260	0x00007C30	0x0000C7C2	9020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363
0x0089A2C4	0x00007C60	0x0000C7C8	9020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff11
0x0089A328	0x00007C90	0x0000C7D2	9020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff12
0x0089A38C	0x00007CC0	0x0000C7DC	9020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff13
0x0089A3F0	0x00007CF0	0x0000C7E6	9020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff14
0x0089A454	0x00007D20	0x0000C7F0	9020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff15
0x0089A4B8	0x00007D50	0x0000C7FA	9020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff16
0x0089A51C	0x00007D80	0x0000C804	9020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff17
0x0089A580	0x00007DB0	0x0000C80E	9020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff18
0x0089A5E4	0x00007DE0	0x0000C818	9020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff19
0x0089A648	0x00007E10	0x0000C822	9021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 62f3 7363 ff0b ff11 ff10
0x008AB3D0	0x00007E40	0x0000C82E	9090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 62f3 7363
0x00989680	0x00007E70	0x0000C838	10000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd
0x009896E4	0x00007EA0	0x0000C83E	10000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff11
0x00989748	0x00007ED0	0x0000C848	10000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff12
0x009897AC	0x00007F00	0x0000C852	10000300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff13
0x00989810	0x00007F30	0x0000C85C	10000400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff14
0x00989874	0x00007F60	0x0000C866	10000500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff15
0x009898D8	0x00007F90	0x0000C870	10000600	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff16
0x0098993C	0x00007FC0	0x0000C87A	10000700	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff17
0x009899A0	0x00007FF0	0x0000C884	10000800	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff18
0x00989A04	0x00008020	0x0000C88E	10000900	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff19
0x00989A68	0x00008050	0x0000C898	10001000	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 69cd ff0b ff11 ff10
0x0098BD90	0x00008080	0x0000C8A4	10010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd
0x0098BDF4	0x000080B0	0x0000C8AA	10010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff11
0x0098BE58	0x000080E0	0x0000C8B4	10010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff12
0x0098BEBC	0x00008110	0x0000C8BE	10010300	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff13
0x0098BF20	0x00008140	0x0000C8C8	10010400	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff14
0x0098BF84	0x00008170	0x0000C8D2	10010500	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff15
0x0098BFE8	0x000081A0	0x0000C8DC	10010600	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff16
0x0098C04C	0x000081D0	0x0000C8E6	10010700	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff17
0x0098C0B0	0x00008200	0x0000C8F0	10010800	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff18
0x0098C114	0x00008230	0x0000C8FA	10010900	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff19
0x0098C178	0x00008260	0x0000C904	10011000	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 69cd ff0b ff11 ff10
0x0098E4A0	0x00008290	0x0000C910	10020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd
0x0098E504	0x000082C0	0x0000C916	10020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff11
0x0098E568	0x000082F0	0x0000C920	10020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff12
0x0098E5CC	0x00008320	0x0000C92A	10020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff13
0x0098E630	0x00008350	0x0000C934	10020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff14
0x0098E694	0x00008380	0x0000C93E	10020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff15
0x0098E6F8	0x000083B0	0x0000C948	10020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff16
0x0098E75C	0x000083E0	0x0000C952	10020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff17
0x0098E7C0	0x00008410	0x0000C95C	10020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff18
0x0098E824	0x00008440	0x0000C966	10020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff19
0x0098E888	0x00008470	0x0000C970	10021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 69cd ff0b ff11 ff10
0x0099F610	0x000084A0	0x0000C97C	10090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 9283 69cd
0x009A1D20	0x000084D0	0x0000C986	10100000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263
0x009A1D84	0x00008500	0x0000C98C	10100100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff11
0x009A1DE8	0x00008530	0x0000C996	10100200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff12
0x009A1E4C	0x00008560	0x0000C9A0	10100300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff13
0x009A1EB0	0x00008590	0x0000C9AA	10100400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff14
0x009A1F14	0x000085C0	0x0000C9B4	10100500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff15
0x009A1F78	0x000085F0	0x0000C9BE	10100600	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff16
0x009A1FDC	0x00008620	0x0000C9C8	10100700	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff17
0x009A2040	0x00008650	0x0000C9D2	10100800	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff18
0x009A20A4	0x00008680	0x0000C9DC	10100900	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff19
0x009A2108	0x000086B0	0x0000C9E6	10101000	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 9283 5263 ff0b ff11 ff10
0x009A4430	0x000086E0	0x0000C9F2	10110000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263
0x009A4494	0x00008710	0x0000C9F8	10110100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff11
0x009A44F8	0x00008740	0x0000CA02	10110200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff12
0x009A455C	0x00008770	0x0000CA0C	10110300	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff13
0x009A45C0	0x000087A0	0x0000CA16	10110400	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff14
0x009A4624	0x000087D0	0x0000CA20	10110500	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff15
0x009A4688	0x00008800	0x0000CA2A	10110600	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff16
0x009A46EC	0x00008830	0x0000CA34	10110700	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff17
0x009A4750	0x00008860	0x0000CA3E	10110800	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff18
0x009A47B4	0x00008890	0x0000CA48	10110900	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff19
0x009A4818	0x000088C0	0x0000CA52	10111000	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 9283 5263 ff0b ff11 ff10
0x009A6B40	0x000088F0	0x0000CA5E	10120000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263
0x009A6BA4	0x00008920	0x0000CA64	10120100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff11
0x009A6C08	0x00008950	0x0000CA6E	10120200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff12
0x009A6C6C	0x00008980	0x0000CA78	10120300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff13
0x009A6CD0	0x000089B0	0x0000CA82	10120400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff14
0x009A6D34	0x000089E0	0x0000CA8C	10120500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff15
0x009A6D98	0x00008A10	0x0000CA96	10120600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff16
0x009A6DFC	0x00008A40	0x0000CAA0	10120700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff17
0x009A6E60	0x00008A70	0x0000CAAA	10120800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff18
0x009A6EC4	0x00008AA0	0x0000CAB4	10120900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff19
0x009A6F28	0x00008AD0	0x0000CABE	10121000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 9283 5263 ff0b ff11 ff10
0x009B7CB0	0x00008B00	0x0000CACA	10190000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 9283 5263
0x00A7D8C0	0x00008B30	0x0000CAD4	11000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc
0x00A7D924	0x00008B60	0x0000CAE4	11000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff11
0x00A7D988	0x00008B90	0x0000CAF8	11000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff12
0x00A7D9EC	0x00008BC0	0x0000CB0C	11000300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff13
0x00A7DA50	0x00008BF0	0x0000CB20	11000400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff14
0x00A7DAB4	0x00008C20	0x0000CB34	11000500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff15
0x00A7DB18	0x00008C50	0x0000CB48	11000600	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff16
0x00A7DB7C	0x00008C80	0x0000CB5C	11000700	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff17
0x00A7DBE0	0x00008CB0	0x0000CB70	11000800	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff18
0x00A7DC44	0x00008CE0	0x0000CB84	11000900	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff19
0x00A7DCA8	0x00008D10	0x0000CB98	11001000	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff11 ff10
0x00A7FFD0	0x00008D40	0x0000CBAE	11010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc
0x00A80034	0x00008D70	0x0000CBBE	11010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff11
0x00A80098	0x00008DA0	0x0000CBD2	11010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff12
0x00A800FC	0x00008DD0	0x0000CBE6	11010300	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff13
0x00A80160	0x00008E00	0x0000CBFA	11010400	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff14
0x00A801C4	0x00008E30	0x0000CC0E	11010500	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff15
0x00A80228	0x00008E60	0x0000CC22	11010600	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff16
0x00A8028C	0x00008E90	0x0000CC36	11010700	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff17
0x00A802F0	0x00008EC0	0x0000CC4A	11010800	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff18
0x00A80354	0x00008EF0	0x0000CC5E	11010900	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff19
0x00A803B8	0x00008F20	0x0000CC72	11011000	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff11 ff10
0x00A826E0	0x00008F50	0x0000CC88	11020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc
0x00A82744	0x00008F80	0x0000CC98	11020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff11
0x00A827A8	0x00008FB0	0x0000CCAC	11020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff12
0x00A8280C	0x00008FE0	0x0000CCC0	11020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff13
0x00A82870	0x00009010	0x0000CCD4	11020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff14
0x00A828D4	0x00009040	0x0000CCE8	11020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff15
0x00A82938	0x00009070	0x0000CCFC	11020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff16
0x00A8299C	0x000090A0	0x0000CD10	11020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff17
0x00A82A00	0x000090D0	0x0000CD24	11020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff18
0x00A82A64	0x00009100	0x0000CD38	11020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff19
0x00A82AC8	0x00009130	0x0000CD4C	11021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30d1 30a4 30eb 30d0 30f3 30ab 30fc ff0b ff11 ff10
0x00A93850	0x00009160	0x0000CD62	11090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 30d1 30a4 30eb 30d0 30f3 30ab 30fc
0x00B71B00	0x00009190	0x0000CD76	12000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a
0x00B71B64	0x000091C0	0x0000CD7C	12000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff11
0x00B71BC8	0x000091F0	0x0000CD86	12000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff12
0x00B71C2C	0x00009220	0x0000CD90	12000300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff13
