infoStartAddr:	0x1226C
numEntries:	0x17B	379
title:	FACE_PARAM_ST
paramStartAddr:	0x000023C8
entryID   	paramAddr 	infoAddr  	facePartsId	skinColor_R 	skinColor_G 	skinColor_B 	hairPartsId	hairColor_R 	hairColor_G 	hairColor_B 	eyeLPartsId	eyeLColor_R	eyeLColor_G	eyeLColor_B	eyeRPartsId	eyeRColor_R	eyeRColor_G	eyeRColor_B	eyebrowPartsId	eyebrowColor_R 	eyebrowColor_G 	eyebrowColor_B 	eyelashPartsId	eyelashColor_R 	eyelashColor_G 	eyelashColor_B 	beardPartsId	beardColor_R 	beardColor_G 	beardColor_B 	accessoriesPartsId	accessoriesColor_R 	accessoriesColor_G 	accessoriesColor_B 	decalPartsId	decalColor_R 	decalColor_G 	decalColor_B 	decalPosX	decalPosY	decalAngle	decalScale	chrBodyScaleHead	chrBodyScaleBreast	chrBodyScaleAbdomen	chrBodyScaleArm	chrBodyScaleLeg	age	gender	caricatureGeometry	caricatureTexture	faceGeoData00	faceGeoData01	faceGeoData02	faceGeoData03	faceGeoData04	faceGeoData05	faceGeoData06	faceGeoData07	faceGeoData08	faceGeoData09	faceGeoData10	faceGeoData11	faceGeoData12	faceGeoData13	faceGeoData14	faceGeoData15	faceGeoData16	faceGeoData17	faceGeoData18	faceGeoData19	faceGeoData20	faceGeoData21	faceGeoData22	faceGeoData23	faceGeoData24	faceGeoData25	faceGeoData26	faceGeoData27	faceGeoData28	faceGeoData29	faceGeoData30	faceGeoData31	faceGeoData32	faceGeoData33	faceGeoData34	faceGeoData35	faceGeoData36	faceGeoData37	faceGeoData38	faceGeoData39	faceGeoData40	faceGeoData41	faceGeoData42	faceGeoData43	faceGeoData44	faceGeoData45	faceGeoData46	faceGeoData47	faceGeoData48	faceGeoData49	faceGeoData50	faceGeoData51	faceGeoData52	faceGeoData53	faceGeoData54	faceGeoData55	faceGeoData56	faceGeoData57	faceGeoData58	faceGeoData59	faceGeoData60	faceTexData00	faceTexData01	faceTexData02	faceTexData03	faceTexData04	faceTexData05	faceTexData06	faceTexData07	faceTexData08	faceTexData09	faceTexData10	faceTexData11	faceTexData12	faceTexData13	faceTexData14	faceTexData15	faceTexData16	faceTexData17	faceTexData18	faceTexData19	faceTexData20	faceTexData21	faceTexData22	faceTexData23	faceTexData24	faceTexData25	faceTexData26	faceTexData27	faceTexData28	faceTexData29	faceTexData30	faceTexData31	faceTexData32	faceTexData33	faceTexData34	faceTexData35	faceGeoAsymData00	faceGeoAsymData01	faceGeoAsymData02	faceGeoAsymData03	faceGeoAsymData04	faceGeoAsymData05	faceGeoAsymData06	faceGeoAsymData07	faceGeoAsymData08	faceGeoAsymData09	faceGeoAsymData10	faceGeoAsymData11	faceGeoAsymData12	faceGeoAsymData13	faceGeoAsymData14	faceGeoAsymData15	faceGeoAsymData16	faceGeoAsymData17	faceGeoAsymData18	faceGeoAsymData19	faceGeoAsymData20	faceGeoAsymData21	faceGeoAsymData22	faceGeoAsymData23	faceGeoAsymData24	faceGeoAsymData25
0x00001FB1	0x0000A41C	0x00013162	0	155	140	130	108	128	103	55	0	128	128	128	0	128	128	128	1	128	103	55	2	128	128	128	0	128	103	55	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	68	138	128	128	138	168	138	108	80	178	168	98	138	185	90	158	118	98	138	108	150	78	87	138	128	128	98	138	145	128	128	158	148	128	78	215	198	58	150	100	105	128	108	148	98	150	125	115	205	108	88	128	148	138	118	118	138	128	178	128	128	128	118	98	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	165	165	128	128	128	128	100	178	78	128	198	128	128	128	208	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0031 0034
0x00001FB2	0x0000A4C8	0x00013174	0	155	140	130	108	128	103	55	0	128	128	128	0	128	128	128	1	128	103	55	2	128	128	128	0	128	103	55	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	68	138	128	128	138	168	138	108	80	178	168	98	138	185	90	138	118	98	138	108	150	78	87	138	128	128	98	138	145	128	128	158	148	128	78	215	198	58	150	100	105	128	108	148	98	150	125	115	205	108	88	128	148	138	118	118	138	128	178	128	128	128	118	98	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	165	165	128	128	128	128	100	178	78	128	198	128	128	128	208	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0031 0035
0x00001FB3	0x0000A574	0x00013186	0	168	148	133	110	128	103	55	0	128	128	128	0	128	128	128	0	128	103	55	0	128	128	128	0	128	103	55	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	68	138	128	128	138	168	138	108	80	178	168	98	138	185	90	158	118	98	138	108	150	78	87	138	128	128	128	138	145	128	128	158	148	128	78	215	198	58	150	100	105	128	108	148	98	150	125	115	205	108	88	128	148	138	118	118	138	128	178	128	128	128	118	98	128	128	128	128	128	128	128	128	145	138	128	128	128	128	128	128	128	128	128	90	125	165	145	128	128	128	128	100	178	68	128	198	128	248	78	143	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0031 0036
0x00001FB4	0x0000A620	0x00013198	0	150	135	125	110	35	15	5	0	110	70	80	0	110	70	80	0	74	40	10	0	78	38	0	0	124	60	10	0	128	128	128	0	25	10	0	100	135	60	0	128	0	0	0	0	93	108	128	128	128	148	168	108	100	178	208	118	188	255	0	148	118	38	138	98	190	48	77	128	128	128	128	138	145	128	128	128	198	128	68	165	148	98	100	20	105	128	18	178	128	0	245	145	255	78	68	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	195	148	128	128	128	128	128	128	128	128	128	88	175	155	155	128	128	128	128	80	128	58	128	138	128	128	128	205	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0031 0037
0x00001FB5	0x0000A6CC	0x000131AA	0	168	148	133	108	128	103	55	0	128	128	128	0	128	128	128	1	128	103	55	2	128	128	128	0	128	103	55	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	68	138	128	128	138	168	138	108	80	178	168	98	138	185	90	158	118	98	138	108	150	78	87	138	128	128	98	138	145	128	128	158	148	128	78	215	198	58	150	100	105	128	108	148	98	150	125	115	205	108	88	128	148	138	118	118	138	128	178	128	128	128	118	98	128	128	128	128	128	128	128	128	145	108	128	128	128	128	128	128	128	128	128	128	105	165	165	128	128	128	128	100	178	78	128	198	128	248	78	143	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0031 0038
0x00001FB6	0x0000A778	0x000131BC	0	168	148	133	108	128	103	55	0	128	128	128	0	128	128	128	1	128	103	55	2	128	128	128	0	128	103	55	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	58	158	128	128	138	148	138	108	80	178	158	118	138	185	90	158	118	98	138	108	150	78	87	118	178	128	98	138	145	108	128	158	148	128	78	215	198	58	150	100	105	128	108	148	98	150	125	115	195	108	88	128	148	138	118	118	138	128	178	128	128	128	118	98	128	128	128	128	128	128	128	128	145	108	128	128	128	128	128	128	128	128	128	128	105	165	165	128	128	128	128	100	178	78	128	198	128	248	78	143	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0031 0039
0x00001FB7	0x0000A824	0x000131CE	0	168	148	133	110	128	103	55	0	128	128	128	0	128	128	128	0	128	103	55	0	128	128	128	0	128	103	55	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	58	158	128	128	138	158	128	108	80	178	148	128	138	135	100	138	118	98	138	108	150	78	87	118	178	128	98	138	145	108	128	158	148	128	78	215	198	58	150	100	105	128	108	148	98	150	125	105	195	118	88	128	148	138	118	118	138	128	178	128	128	128	118	98	128	128	128	128	128	128	128	128	145	108	128	128	128	128	128	128	128	128	128	128	105	165	165	128	128	128	128	100	178	78	128	198	128	248	78	143	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0030
0x00001FB8	0x0000A8D0	0x000131E0	0	168	148	133	110	128	103	55	0	128	128	128	0	128	128	128	0	128	103	55	0	128	128	128	0	128	103	55	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	58	158	128	128	138	158	128	108	80	178	148	128	138	135	100	138	118	98	138	108	150	78	87	118	178	128	98	138	145	108	128	158	188	128	78	215	198	58	150	100	105	128	108	148	98	150	125	105	195	118	88	128	148	138	118	118	138	128	138	128	128	128	118	98	128	128	128	128	128	128	128	128	145	108	128	128	128	128	128	128	128	128	128	128	105	165	165	128	128	128	128	100	178	78	128	198	128	248	78	143	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0031
0x00001FB9	0x0000A97C	0x000131F2	0	168	148	133	107	245	190	90	0	140	130	80	0	140	130	80	4	74	40	10	3	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	78	178	128	128	68	178	148	158	80	138	148	188	78	105	80	138	118	118	118	138	150	78	67	128	128	128	128	78	105	148	128	198	88	128	98	165	198	80	100	110	115	158	128	118	78	90	35	125	215	188	108	98	138	128	138	108	108	128	178	158	138	138	128	128	128	128	128	128	128	128	128	118	135	118	128	128	128	128	128	128	128	128	128	188	95	165	208	128	128	128	128	120	138	118	128	148	128	108	158	103	175	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0032
0x00001FBA	0x0000AA28	0x00013204	0	168	148	133	110	245	190	90	0	140	130	80	0	140	130	80	0	74	40	10	0	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	78	178	128	128	68	178	148	158	80	138	128	188	78	105	80	138	118	118	138	138	150	78	67	108	128	128	108	78	85	148	128	198	88	128	98	165	198	80	100	110	115	158	128	118	78	90	35	145	215	168	108	98	158	128	138	108	108	128	178	158	138	138	128	128	128	128	128	128	128	128	128	118	135	118	128	128	128	128	128	128	128	128	128	188	95	165	208	128	128	128	128	120	138	118	128	148	128	108	158	103	175	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0033
0x00001FBB	0x0000AAD4	0x00013216	0	168	148	133	110	245	190	90	0	140	130	80	0	140	130	80	0	74	40	10	0	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	78	178	128	128	68	178	148	148	90	138	148	178	108	95	100	128	118	118	128	138	150	108	97	128	128	128	128	78	105	148	128	148	88	128	98	165	198	80	120	110	125	148	138	118	108	110	95	125	185	148	108	98	138	128	138	108	108	128	178	158	138	138	128	128	128	128	128	128	128	128	128	118	135	118	128	128	128	128	128	128	128	128	128	138	115	165	178	128	128	128	128	120	138	118	128	148	128	108	158	103	175	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0034
0x00001FBC	0x0000AB80	0x00013228	0	168	148	133	107	0	0	0	0	140	130	80	0	140	130	80	4	0	0	0	0	78	38	0	0	0	0	0	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	78	178	128	128	68	178	148	148	90	138	148	178	108	95	100	128	118	118	128	138	150	108	97	128	128	128	128	78	105	148	128	158	138	128	98	165	198	80	120	110	125	148	138	118	108	110	95	125	185	148	108	98	138	128	138	108	108	128	178	158	138	138	128	128	128	128	128	128	128	128	128	118	135	118	128	128	128	128	128	128	128	128	128	138	115	165	178	128	128	128	128	120	138	118	128	148	128	108	158	103	175	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0035
0x00001FBD	0x0000AC2C	0x0001323A	0	168	148	133	110	245	190	90	0	140	130	80	0	140	130	80	0	74	40	10	0	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	78	178	128	128	68	178	148	158	80	138	128	188	78	105	80	138	118	118	138	118	150	78	87	108	128	128	108	78	85	148	128	198	118	128	98	165	198	80	140	100	115	158	128	118	78	130	75	105	185	168	108	88	178	138	138	108	108	128	178	158	138	138	128	128	128	128	128	128	128	128	128	138	135	128	128	128	128	128	128	128	128	128	128	148	125	165	208	128	128	128	128	120	138	118	128	148	128	108	158	103	175	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0036
0x00001FBE	0x0000ACD8	0x0001324C	0	160	145	135	103	140	110	40	0	160	100	80	0	160	100	80	5	130	110	40	1	88	58	8	0	130	110	40	0	128	128	128	0	20	20	20	180	100	0	40	128	128	178	68	158	133	158	128	128	128	158	128	178	50	208	148	108	188	138	138	168	138	128	158	208	128	228	158	128	128	128	128	138	145	128	128	128	198	128	118	118	158	138	108	130	115	138	98	88	128	88	158	55	168	188	58	128	128	128	128	128	108	128	128	128	128	198	128	128	128	128	128	128	128	128	128	108	155	128	128	128	128	128	128	128	128	128	128	148	88	105	148	128	128	128	128	118	178	98	128	158	128	138	98	173	95	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0037
0x00001FBF	0x0000AD84	0x0001325E	0	155	140	130	103	80	50	20	0	100	110	90	0	100	110	90	3	40	40	20	0	128	128	128	0	150	120	70	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	88	128	128	128	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	97	137	127	117	127	127	127	87	167	127	87	127	127	127	127	127	127	127	127	127	137	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	128	128	128	128	128	128	128	155	148	128	128	128	128	128	128	128	128	128	108	128	148	148	128	128	128	128	118	148	98	98	128	128	128	118	138	138	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	 4e00 6642 4fdd 5b58 67a0 0031 0032 0038
0x00001FC0	0x0000AE30	0x00013270	0	160	145	135	103	140	110	40	0	160	100	80	0	160	100	80	5	130	110	40	1	88	58	8	0	130	110	40	0	128	128	128	0	20	20	20	180	100	0	40	128	128	178	68	158	133	158	128	128	128	158	128	178	50	208	148	108	188	138	138	168	138	128	158	168	128	228	158	128	128	128	128	138	145	148	128	128	198	128	118	118	158	118	108	130	115	138	98	88	128	88	158	55	168	188	58	128	128	128	128	128	108	128	128	128	128	198	128	128	128	128	128	128	128	128	128	108	155	128	128	128	128	128	128	128	128	128	128	148	88	105	148	128	128	128	128	118	178	98	128	158	128	138	98	173	95	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0032 0039
0x00001FC1	0x0000AEDC	0x00013282	0	160	145	135	103	140	110	40	0	160	100	80	0	160	100	80	5	130	110	40	1	88	58	8	0	130	110	40	0	128	128	128	0	20	20	20	180	100	0	40	128	128	178	68	158	133	158	128	128	128	158	128	178	50	208	148	108	188	138	138	168	138	128	158	168	128	228	158	128	128	128	128	138	145	148	128	128	198	128	118	118	158	118	108	130	115	138	98	88	128	88	158	55	168	188	58	128	128	128	128	128	108	128	128	128	128	198	128	128	128	128	128	128	128	128	128	108	155	128	128	128	128	128	128	128	128	128	128	148	88	105	148	128	128	128	128	118	178	98	128	158	128	138	98	173	95	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0030
0x00001FC2	0x0000AF88	0x00013294	0	138	118	103	108	214	160	80	0	110	70	80	0	110	70	80	3	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	63	158	128	128	128	148	168	108	100	178	208	118	188	255	0	148	118	38	138	68	130	88	107	128	128	128	128	138	145	128	128	128	198	128	118	165	148	98	0	60	105	128	48	158	118	68	238	145	215	78	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	98	108	158	148	128	128	128	128	118	168	108	128	138	128	228	108	198	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0031
0x00001FC3	0x0000B034	0x000132A6	0	138	118	103	108	214	160	80	0	110	70	80	0	110	70	80	3	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	63	158	128	128	128	158	138	108	100	178	208	118	178	165	110	138	118	108	178	88	140	98	127	128	128	128	148	138	145	128	128	128	198	128	118	165	148	78	100	120	145	118	108	168	98	88	188	75	155	118	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	98	108	158	148	128	128	128	128	118	168	108	128	138	128	228	108	198	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0032
0x00001FC4	0x0000B0E0	0x000132B8	0	138	118	103	108	214	160	80	0	110	70	80	0	110	70	80	3	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	63	158	128	128	98	158	158	138	120	178	208	118	178	165	110	138	118	118	168	68	140	98	127	128	128	128	148	158	105	118	128	138	128	128	118	165	148	98	100	120	145	118	108	168	98	88	188	75	175	118	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	98	108	158	148	128	128	128	128	118	168	108	128	138	128	228	108	198	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0033
0x00001FC5	0x0000B18C	0x000132CA	0	138	118	103	108	214	160	80	0	110	70	80	0	110	70	80	3	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	63	158	128	128	98	148	168	108	100	178	208	118	188	255	0	148	118	38	138	68	130	88	107	128	128	128	128	138	145	128	128	138	108	128	118	165	148	98	90	70	105	128	78	158	128	68	238	145	215	78	88	128	128	128	128	128	148	128	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	98	108	158	148	128	128	128	128	118	168	108	128	138	128	228	108	198	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0034
0x00001FC6	0x0000B238	0x000132DC	0	178	158	143	108	150	90	70	0	160	100	80	0	160	100	80	4	60	20	0	4	88	58	8	0	190	150	70	0	128	128	128	6	58	20	0	118	98	255	160	235	128	208	138	208	133	128	128	128	128	128	128	48	90	208	148	108	138	138	138	158	138	128	228	128	108	128	98	128	128	128	128	138	145	128	128	128	198	128	118	235	128	88	138	30	105	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	135	128	128	128	128	128	128	128	128	128	128	118	108	235	168	128	128	128	128	118	178	88	128	188	128	128	208	83	155	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0035
0x00001FC7	0x0000B2E4	0x000132EE	0	178	158	143	108	150	90	70	0	160	100	80	0	160	100	80	4	60	20	0	4	88	58	8	0	190	150	70	0	128	128	128	6	58	20	0	118	98	255	160	235	128	208	138	208	133	128	128	128	128	128	128	48	90	188	98	118	138	138	138	158	138	108	228	168	68	128	58	128	128	128	128	138	145	128	128	128	198	128	118	235	128	88	138	30	105	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	135	128	128	128	128	128	128	128	128	128	128	118	108	235	168	128	128	128	128	118	178	88	128	188	128	128	208	83	155	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0036
0x00001FC8	0x0000B390	0x00013300	0	178	158	143	108	150	90	70	0	160	100	80	0	160	100	80	4	60	20	0	4	88	58	8	0	190	150	70	0	128	128	128	6	58	20	0	118	98	255	160	235	128	208	138	208	133	128	128	128	128	128	128	48	90	208	148	108	138	138	138	158	138	128	228	128	108	128	98	128	128	128	128	138	145	128	128	128	198	128	118	235	128	88	138	30	105	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	135	128	128	128	128	128	128	128	128	128	128	118	108	235	168	128	128	128	128	118	178	88	128	188	128	128	208	83	155	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0037
0x00001FC9	0x0000B43C	0x00013312	0	173	150	143	109	255	220	130	0	128	128	128	0	128	128	128	3	255	220	130	0	128	128	128	0	255	220	130	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	128	128	48	90	208	148	108	138	138	138	158	138	128	228	128	108	128	98	128	128	128	128	138	145	128	128	128	198	128	118	235	128	88	138	30	105	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	135	128	128	128	128	128	128	128	128	128	128	118	108	235	168	128	128	128	128	118	178	88	128	188	128	128	208	83	155	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0038
0x00001FCA	0x0000B4E8	0x00013324	0	178	158	143	109	255	220	130	0	128	128	128	0	128	128	128	3	255	220	130	0	128	128	128	0	255	220	130	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	128	128	48	90	208	148	108	138	138	138	158	138	128	228	128	108	128	98	128	128	128	128	138	145	128	128	128	198	128	118	235	128	88	138	30	105	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	118	135	68	128	128	128	128	128	128	128	128	128	208	158	255	255	128	128	128	128	78	228	88	128	148	128	128	125	123	75	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0033 0039
0x00001FCB	0x0000B594	0x00013336	0	178	158	143	109	255	220	130	0	128	128	128	0	128	128	128	3	255	220	130	0	128	128	128	0	255	220	130	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	128	128	48	90	208	148	108	138	138	138	158	138	128	228	198	58	128	68	128	128	128	128	138	145	128	128	128	198	128	118	235	128	88	138	30	105	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	118	135	68	128	128	128	128	128	128	128	128	128	208	158	255	255	128	128	128	128	78	228	88	128	148	128	128	125	123	75	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0034 0030
0x00001FCC	0x0000B640	0x00013348	0	160	150	140	109	210	160	80	0	128	128	128	0	128	128	128	3	110	70	0	0	128	128	128	0	110	70	0	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	188	198	128	198	128	98	188	128	128	128	128	108	28	128	178	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	118	128	188	38	93	125	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0034 0031
0x00001FCD	0x0000B6EC	0x0001335A	0	160	150	140	109	210	160	80	0	128	128	128	0	128	128	128	3	110	70	0	0	128	128	128	0	110	70	0	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	188	198	128	198	128	98	188	218	78	128	38	108	28	128	178	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	118	108	128	128	128	128	128	128	128	128	128	158	158	255	158	128	128	128	128	128	128	128	128	118	128	188	38	93	125	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0034 0032
0x00001FCE	0x0000B798	0x0001336C	0	160	150	140	109	210	160	80	0	128	128	128	0	128	128	128	3	110	70	0	0	128	128	128	0	110	70	0	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	188	198	128	198	128	98	188	218	78	128	38	108	28	128	178	128	128	128	128	128	128	128	128	128	128	128	128	78	128	128	128	198	128	128	128	198	178	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	118	108	128	128	128	128	128	128	128	128	128	158	158	255	158	128	128	128	128	68	128	128	128	118	128	188	38	93	125	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0034 0033
0x00001FCF	0x0000B844	0x0001337E	0	160	150	140	109	210	160	80	0	128	128	128	0	128	128	128	3	110	70	0	0	128	128	128	0	110	70	0	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	188	198	128	198	128	98	188	218	78	128	38	108	28	128	178	128	128	128	128	128	128	128	128	128	128	128	128	78	128	128	128	198	128	128	128	198	178	128	88	88	158	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	118	108	128	128	128	128	128	128	128	128	128	158	158	255	158	128	128	128	128	68	128	128	128	118	128	188	38	93	125	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0031 0034 0034
