infoStartAddr:	0x9570
numEntries:	0x2AA	682
title:	SHOP_LINEUP_PARAM
paramStartAddr:	0x00004030
entryID   	paramAddr 	infoAddr  	equipId	value	mtrlId	eventFlag	qwcId	sellQuantity	shopType	equipType	value_SAN	pad_0[6]
0x00030D75	0x000071F0	0x0000AA0E	43000	2	-1	70009410	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 811a
0x00030D76	0x00007210	0x0000AA22	210000	1	-1	70009420	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 982d
0x00030D77	0x00007230	0x0000AA34	211000	3	-1	70009430	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 80f4
0x00030D78	0x00007250	0x0000AA46	212000	1	-1	70009440	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 8155
0x00030D79	0x00007270	0x0000AA58	213000	1	-1	70009450	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 811a
0x00033450	0x00007290	0x0000AA6A	205	1	-1	6610	12101024	1	5	3	-1		 5171 9cf4 3059 308b 5c0f 3055 306a 9418
0x00033451	0x000072B0	0x0000AA7C	225	1	-1	6650	12101024	1	5	3	-1		 5171 9cf4 3059 308b 4e0d 5409 306a 9418
0x00033452	0x000072D0	0x0000AA8E	1260	1	-1	-1	-1	-1	5	3	-1		 7363 8a98 3044
0x00033453	0x000072F0	0x0000AA96	1300	1	-1	-1	12101005	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 708e
0x00033454	0x00007310	0x0000AAA6	1110	1	-1	-1	12101009	-1	5	3	-1		 7363 5316 85ac
0x00033455	0x00007330	0x0000AAAE	1120	2	-1	-1	12101009	-1	5	3	-1		 77f3 3053 308d 5e3d 5b50
0x00033456	0x00007350	0x0000AABA	1320	1	-1	-1	12101008	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 96f7
0x00033457	0x00007370	0x0000AACA	1270	2	-1	-1	12101007	-1	5	3	-1		 0048 0050 56de 5fa9 4e0d 53ef
0x00033458	0x00007390	0x0000AAD8	3000	1	-1	-1	9801	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30b3 30e2 30f3 3011
0x00033459	0x000073B0	0x0000AAF0	2030	2	-1	-1	9802	-1	5	3	-1		 9244 306e 4f53
0x0003345A	0x000073D0	0x0000AAF8	3010	2	-1	-1	9802	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x0003345B	0x000073F0	0x0000AB14	2090	1	-1	-1	5003	-1	5	3	-1		 796d 7940 8005 306e 9aa8 306e 5203
0x0003345C	0x00007410	0x0000AB24	7150	2	-1	-1	12201800	-1	5	3	-1		 8840 8d70 3063 305f 76ee 7389
0x0003345D	0x00007430	0x0000AB32	7012	2	-1	-1	5006	-1	5	3	-1		 6b7b 8840 82b1 306e 82bd 751f 3048
0x0003345E	0x00007450	0x0000AB42	7100	3	-1	-1	5009	-1	5	3	-1		 771f 73e0 30ca 30e1 30af 30b8
0x0003345F	0x00007470	0x0000AB50	7200	10	-1	-1	12600028	-1	5	3	-1		 751f 304d 3066 3044 308b 3072 3082
0x00033460	0x00007490	0x0000AB60	7110	5	-1	-1	6192	-1	5	3	-1		 30ec 30c3 30c9 30bc 30ea 30fc
0x00033464	0x000074B0	0x0000AB6E	50000	1	-1	70009260	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 982d
0x00033465	0x000074D0	0x0000AB80	51000	3	-1	70009270	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 80f4
0x00033466	0x000074F0	0x0000AB92	52000	1	-1	70009280	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 8155
0x00033467	0x00007510	0x0000ABA4	53000	1	-1	70009290	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 811a
0x0003346E	0x00007530	0x0000ABB6	130000	1	-1	70009300	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 982d
0x0003346F	0x00007550	0x0000ABCA	131000	3	-1	70009310	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 80f4
0x00033470	0x00007570	0x0000ABDE	132000	1	-1	70009320	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 8155
0x00033471	0x00007590	0x0000ABF2	133000	1	-1	70009330	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 811a
0x00033478	0x000075B0	0x0000AC06	10000	1	-1	70009340	1324	1	5	1	-1		 72fc 306e 5e3d 5b50
0x00033479	0x000075D0	0x0000AC10	241000	3	-1	70009350	1324	1	5	1	-1		 96a0 5bc6 005f 80f4
0x0003347A	0x000075F0	0x0000AC1A	242000	1	-1	70009360	1324	1	5	1	-1		 96a0 5bc6 005f 8155
0x0003347B	0x00007610	0x0000AC24	243000	1	-1	70009370	1324	1	5	1	-1		 96a0 5bc6 005f 811a
0x00033482	0x00007630	0x0000AC2E	40000	2	-1	70009380	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 982d
0x00033483	0x00007650	0x0000AC42	41000	4	-1	70009390	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 80f4
0x00033484	0x00007670	0x0000AC56	42000	2	-1	70009400	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 8155
0x00033485	0x00007690	0x0000AC6A	43000	2	-1	70009410	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 811a
0x00033486	0x000076B0	0x0000AC7E	210000	1	-1	70009420	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 982d
0x00033487	0x000076D0	0x0000AC90	211000	3	-1	70009430	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 80f4
0x00033488	0x000076F0	0x0000ACA2	212000	1	-1	70009440	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 8155
0x00033489	0x00007710	0x0000ACB4	213000	1	-1	70009450	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 811a
0x00035B60	0x00007730	0x0000ACC6	205	1	-1	6610	12101024	1	5	3	-1		 5171 9cf4 3059 308b 5c0f 3055 306a 9418
0x00035B61	0x00007750	0x0000ACD8	225	1	-1	6650	12101024	1	5	3	-1		 5171 9cf4 3059 308b 4e0d 5409 306a 9418
0x00035B62	0x00007770	0x0000ACEA	1260	1	-1	-1	-1	-1	5	3	-1		 7363 8a98 3044
0x00035B63	0x00007790	0x0000ACF2	1300	1	-1	-1	12101005	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 708e
0x00035B64	0x000077B0	0x0000AD02	1110	1	-1	-1	12101009	-1	5	3	-1		 7363 5316 85ac
0x00035B65	0x000077D0	0x0000AD0A	1120	2	-1	-1	12101009	-1	5	3	-1		 77f3 3053 308d 5e3d 5b50
0x00035B66	0x000077F0	0x0000AD16	1320	1	-1	-1	12101008	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 96f7
0x00035B67	0x00007810	0x0000AD26	1270	2	-1	-1	12101007	-1	5	3	-1		 0048 0050 56de 5fa9 4e0d 53ef
0x00035B68	0x00007830	0x0000AD34	3000	1	-1	-1	9801	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30b3 30e2 30f3 3011
0x00035B69	0x00007850	0x0000AD4C	2030	2	-1	-1	9802	-1	5	3	-1		 9244 306e 4f53
0x00035B6A	0x00007870	0x0000AD54	3010	2	-1	-1	9802	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x00035B6B	0x00007890	0x0000AD70	2090	1	-1	-1	5003	-1	5	3	-1		 796d 7940 8005 306e 9aa8 306e 5203
0x00035B6C	0x000078B0	0x0000AD80	7150	2	-1	-1	12201800	-1	5	3	-1		 8840 8d70 3063 305f 76ee 7389
0x00035B6D	0x000078D0	0x0000AD8E	7012	2	-1	-1	5006	-1	5	3	-1		 6b7b 8840 82b1 306e 82bd 751f 3048
0x00035B6E	0x000078F0	0x0000AD9E	7100	3	-1	-1	5009	-1	5	3	-1		 771f 73e0 30ca 30e1 30af 30b8
0x00035B6F	0x00007910	0x0000ADAC	7200	10	-1	-1	12600028	-1	5	3	-1		 751f 304d 3066 3044 308b 3072 3082
0x00035B70	0x00007930	0x0000ADBC	7110	5	-1	-1	6192	-1	5	3	-1		 30ec 30c3 30c9 30bc 30ea 30fc
0x00035B74	0x00007950	0x0000ADCA	50000	1	-1	70009260	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 982d
0x00035B75	0x00007970	0x0000ADDC	51000	3	-1	70009270	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 80f4
0x00035B76	0x00007990	0x0000ADEE	52000	1	-1	70009280	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 8155
0x00035B77	0x000079B0	0x0000AE00	53000	1	-1	70009290	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 811a
0x00035B7E	0x000079D0	0x0000AE12	130000	1	-1	70009300	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 982d
0x00035B7F	0x000079F0	0x0000AE26	131000	3	-1	70009310	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 80f4
0x00035B80	0x00007A10	0x0000AE3A	132000	1	-1	70009320	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 8155
0x00035B81	0x00007A30	0x0000AE4E	133000	1	-1	70009330	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 811a
0x00035B88	0x00007A50	0x0000AE62	10000	1	-1	70009340	1324	1	5	1	-1		 72fc 306e 5e3d 5b50
0x00035B89	0x00007A70	0x0000AE6C	241000	3	-1	70009350	1324	1	5	1	-1		 96a0 5bc6 005f 80f4
0x00035B8A	0x00007A90	0x0000AE76	242000	1	-1	70009360	1324	1	5	1	-1		 96a0 5bc6 005f 8155
0x00035B8B	0x00007AB0	0x0000AE80	243000	1	-1	70009370	1324	1	5	1	-1		 96a0 5bc6 005f 811a
0x00035B92	0x00007AD0	0x0000AE8A	40000	2	-1	70009380	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 982d
0x00035B93	0x00007AF0	0x0000AE9E	41000	4	-1	70009390	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 80f4
0x00035B94	0x00007B10	0x0000AEB2	42000	2	-1	70009400	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 8155
0x00035B95	0x00007B30	0x0000AEC6	43000	2	-1	70009410	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 811a
0x00035B96	0x00007B50	0x0000AEDA	210000	1	-1	70009420	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 982d
0x00035B97	0x00007B70	0x0000AEEC	211000	3	-1	70009430	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 80f4
0x00035B98	0x00007B90	0x0000AEFE	212000	1	-1	70009440	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 8155
0x00035B99	0x00007BB0	0x0000AF10	213000	1	-1	70009450	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 811a
0x00038270	0x00007BD0	0x0000AF22	205	1	-1	6610	12101024	1	5	3	-1		 5171 9cf4 3059 308b 5c0f 3055 306a 9418
0x00038271	0x00007BF0	0x0000AF34	225	1	-1	6650	12101024	1	5	3	-1		 5171 9cf4 3059 308b 4e0d 5409 306a 9418
0x00038272	0x00007C10	0x0000AF46	1260	1	-1	-1	-1	-1	5	3	-1		 7363 8a98 3044
0x00038273	0x00007C30	0x0000AF4E	1300	1	-1	-1	12101005	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 708e
0x00038274	0x00007C50	0x0000AF5E	1110	1	-1	-1	12101009	-1	5	3	-1		 7363 5316 85ac
0x00038275	0x00007C70	0x0000AF66	1120	2	-1	-1	12101009	-1	5	3	-1		 77f3 3053 308d 5e3d 5b50
0x00038276	0x00007C90	0x0000AF72	1320	1	-1	-1	12101008	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 96f7
0x00038277	0x00007CB0	0x0000AF82	1270	2	-1	-1	12101007	-1	5	3	-1		 0048 0050 56de 5fa9 4e0d 53ef
0x00038278	0x00007CD0	0x0000AF90	3000	1	-1	-1	9801	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30b3 30e2 30f3 3011
0x00038279	0x00007CF0	0x0000AFA8	2030	2	-1	-1	9802	-1	5	3	-1		 9244 306e 4f53
0x0003827A	0x00007D10	0x0000AFB0	3010	2	-1	-1	9802	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x0003827B	0x00007D30	0x0000AFCC	2090	1	-1	-1	5003	-1	5	3	-1		 796d 7940 8005 306e 9aa8 306e 5203
0x0003827C	0x00007D50	0x0000AFDC	7150	2	-1	-1	12201800	-1	5	3	-1		 8840 8d70 3063 305f 76ee 7389
0x0003827D	0x00007D70	0x0000AFEA	7012	2	-1	-1	5006	-1	5	3	-1		 6b7b 8840 82b1 306e 82bd 751f 3048
0x0003827E	0x00007D90	0x0000AFFA	7100	3	-1	-1	5009	-1	5	3	-1		 771f 73e0 30ca 30e1 30af 30b8
0x0003827F	0x00007DB0	0x0000B008	7200	10	-1	-1	12600028	-1	5	3	-1		 751f 304d 3066 3044 308b 3072 3082
0x00038280	0x00007DD0	0x0000B018	7110	5	-1	-1	6192	-1	5	3	-1		 30ec 30c3 30c9 30bc 30ea 30fc
0x00038284	0x00007DF0	0x0000B026	50000	1	-1	70009260	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 982d
0x00038285	0x00007E10	0x0000B038	51000	3	-1	70009270	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 80f4
0x00038286	0x00007E30	0x0000B04A	52000	1	-1	70009280	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 8155
0x00038287	0x00007E50	0x0000B05C	53000	1	-1	70009290	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 811a
0x0003828E	0x00007E70	0x0000B06E	130000	1	-1	70009300	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 982d
0x0003828F	0x00007E90	0x0000B082	131000	3	-1	70009310	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 80f4
0x00038290	0x00007EB0	0x0000B096	132000	1	-1	70009320	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 8155
0x00038291	0x00007ED0	0x0000B0AA	133000	1	-1	70009330	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 811a
0x00038298	0x00007EF0	0x0000B0BE	10000	1	-1	70009340	1324	1	5	1	-1		 72fc 306e 5e3d 5b50
0x00038299	0x00007F10	0x0000B0C8	241000	3	-1	70009350	1324	1	5	1	-1		 96a0 5bc6 005f 80f4
0x0003829A	0x00007F30	0x0000B0D2	242000	1	-1	70009360	1324	1	5	1	-1		 96a0 5bc6 005f 8155
0x0003829B	0x00007F50	0x0000B0DC	243000	1	-1	70009370	1324	1	5	1	-1		 96a0 5bc6 005f 811a
0x000382A2	0x00007F70	0x0000B0E6	40000	2	-1	70009380	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 982d
0x000382A3	0x00007F90	0x0000B0FA	41000	4	-1	70009390	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 80f4
0x000382A4	0x00007FB0	0x0000B10E	42000	2	-1	70009400	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 8155
0x000382A5	0x00007FD0	0x0000B122	43000	2	-1	70009410	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 811a
0x000382A6	0x00007FF0	0x0000B136	210000	1	-1	70009420	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 982d
0x000382A7	0x00008010	0x0000B148	211000	3	-1	70009430	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 80f4
0x000382A8	0x00008030	0x0000B15A	212000	1	-1	70009440	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 8155
0x000382A9	0x00008050	0x0000B16C	213000	1	-1	70009450	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 811a
0x0003A980	0x00008070	0x0000B17E	205	1	-1	6610	12101024	1	5	3	-1		 5171 9cf4 3059 308b 5c0f 3055 306a 9418
0x0003A981	0x00008090	0x0000B190	225	1	-1	6650	12101024	1	5	3	-1		 5171 9cf4 3059 308b 4e0d 5409 306a 9418
0x0003A982	0x000080B0	0x0000B1A2	1260	1	-1	-1	-1	-1	5	3	-1		 7363 8a98 3044
0x0003A983	0x000080D0	0x0000B1AA	1300	1	-1	-1	12101005	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 708e
0x0003A984	0x000080F0	0x0000B1BA	1110	1	-1	-1	12101009	-1	5	3	-1		 7363 5316 85ac
0x0003A985	0x00008110	0x0000B1C2	1120	2	-1	-1	12101009	-1	5	3	-1		 77f3 3053 308d 5e3d 5b50
0x0003A986	0x00008130	0x0000B1CE	1320	1	-1	-1	12101008	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 96f7
0x0003A987	0x00008150	0x0000B1DE	1270	2	-1	-1	12101007	-1	5	3	-1		 0048 0050 56de 5fa9 4e0d 53ef
0x0003A988	0x00008170	0x0000B1EC	3000	1	-1	-1	9801	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30b3 30e2 30f3 3011
0x0003A989	0x00008190	0x0000B204	2030	2	-1	-1	9802	-1	5	3	-1		 9244 306e 4f53
0x0003A98A	0x000081B0	0x0000B20C	3010	2	-1	-1	9802	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x0003A98B	0x000081D0	0x0000B228	2090	1	-1	-1	5003	-1	5	3	-1		 796d 7940 8005 306e 9aa8 306e 5203
0x0003A98C	0x000081F0	0x0000B238	7150	2	-1	-1	12201800	-1	5	3	-1		 8840 8d70 3063 305f 76ee 7389
0x0003A98D	0x00008210	0x0000B246	7012	2	-1	-1	5006	-1	5	3	-1		 6b7b 8840 82b1 306e 82bd 751f 3048
0x0003A98E	0x00008230	0x0000B256	7100	3	-1	-1	5009	-1	5	3	-1		 771f 73e0 30ca 30e1 30af 30b8
0x0003A98F	0x00008250	0x0000B264	7200	10	-1	-1	12600028	-1	5	3	-1		 751f 304d 3066 3044 308b 3072 3082
0x0003A990	0x00008270	0x0000B274	7110	5	-1	-1	6192	-1	5	3	-1		 30ec 30c3 30c9 30bc 30ea 30fc
0x0003A994	0x00008290	0x0000B282	50000	1	-1	70009260	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 982d
0x0003A995	0x000082B0	0x0000B294	51000	3	-1	70009270	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 80f4
0x0003A996	0x000082D0	0x0000B2A6	52000	1	-1	70009280	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 8155
0x0003A997	0x000082F0	0x0000B2B8	53000	1	-1	70009290	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 811a
0x0003A99E	0x00008310	0x0000B2CA	130000	1	-1	70009300	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 982d
0x0003A99F	0x00008330	0x0000B2DE	131000	3	-1	70009310	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 80f4
0x0003A9A0	0x00008350	0x0000B2F2	132000	1	-1	70009320	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 8155
0x0003A9A1	0x00008370	0x0000B306	133000	1	-1	70009330	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 811a
0x0003A9A8	0x00008390	0x0000B31A	10000	1	-1	70009340	1324	1	5	1	-1		 72fc 306e 5e3d 5b50
0x0003A9A9	0x000083B0	0x0000B324	241000	3	-1	70009350	1324	1	5	1	-1		 96a0 5bc6 005f 80f4
0x0003A9AA	0x000083D0	0x0000B32E	242000	1	-1	70009360	1324	1	5	1	-1		 96a0 5bc6 005f 8155
0x0003A9AB	0x000083F0	0x0000B338	243000	1	-1	70009370	1324	1	5	1	-1		 96a0 5bc6 005f 811a
0x0003A9B2	0x00008410	0x0000B342	40000	2	-1	70009380	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 982d
0x0003A9B3	0x00008430	0x0000B356	41000	4	-1	70009390	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 80f4
0x0003A9B4	0x00008450	0x0000B36A	42000	2	-1	70009400	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 8155
0x0003A9B5	0x00008470	0x0000B37E	43000	2	-1	70009410	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 811a
0x0003A9B6	0x00008490	0x0000B392	210000	1	-1	70009420	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 982d
0x0003A9B7	0x000084B0	0x0000B3A4	211000	3	-1	70009430	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 80f4
0x0003A9B8	0x000084D0	0x0000B3B6	212000	1	-1	70009440	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 8155
0x0003A9B9	0x000084F0	0x0000B3C8	213000	1	-1	70009450	5091	1	5	1	-1		 72c2 3063 305f 90aa 6559 5f92 005f 811a
0x0007C830	0x00008510	0x0000B3DA	1000	690	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x0007C831	0x00008530	0x0000B3E2	900	600	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x0007C832	0x00008550	0x0000B3E8	1100	870	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x0007C833	0x00008570	0x0000B3F0	1200	550	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x0007C834	0x00008590	0x0000B3F8	1250	580	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6
0x0007C835	0x000085B0	0x0000B404	1220	960	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x0007C836	0x000085D0	0x0000B40A	1240	290	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x0007C837	0x000085F0	0x0000B416	1210	870	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x0007C838	0x00008610	0x0000B420	1400	1200	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x0007C839	0x00008630	0x0000B426	1230	2	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x0007C83A	0x00008650	0x0000B42E	1410	40	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x0007C83B	0x00008670	0x0000B434	6302	9000	-1	70009200	92905385	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb 306e 6c4e 8056 676f ff08 ff13 ff09
0x0007C83C	0x00008690	0x0000B452	6312	10000	-1	70009210	92905386	1	0	3	-1		 4e0d 5409 306a 50fb 5893 306e 6c4e 8056 676f ff08 ff13 ff09
0x0007C83D	0x000086B0	0x0000B46C	6502	16000	-1	70009220	92905387	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb ff1d 30a4 30eb 306e 6c4e 8056 676f ff08 ff15 ff09
0x0007C83E	0x000086D0	0x0000B490	6522	18000	-1	70009230	92905388	1	0	3	-1		 4e0d 5409 306a 75c5 3081 308b 30ed 30fc 30e9 30f3 306e 6c4e 8056 676f ff08 ff15 ff09
0x0007C83F	0x000086F0	0x0000B4B4	6532	20000	-1	70009240	92905389	1	0	3	-1		 4e0d 5409 306a 30a4 30ba 306e 6c4e 8056 676f ff08 ff15 ff09
0x0007EF40	0x00008710	0x0000B4CE	1000	1700	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x0007EF41	0x00008730	0x0000B4D6	900	1500	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x0007EF42	0x00008750	0x0000B4DC	1100	1900	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x0007EF43	0x00008770	0x0000B4E4	1200	1200	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x0007EF44	0x00008790	0x0000B4EC	1250	1300	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6
0x0007EF45	0x000087B0	0x0000B4F8	1220	2000	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x0007EF46	0x000087D0	0x0000B4FE	1240	700	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x0007EF47	0x000087F0	0x0000B50A	1210	1900	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x0007EF48	0x00008810	0x0000B514	1400	1700	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x0007EF49	0x00008830	0x0000B51A	1230	2	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x0007EF4A	0x00008850	0x0000B522	1410	40	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x0007EF4B	0x00008870	0x0000B528	6302	9000	-1	70009200	92905385	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb 306e 6c4e 8056 676f ff08 ff13 ff09
0x0007EF4C	0x00008890	0x0000B546	6312	10000	-1	70009210	92905386	1	0	3	-1		 4e0d 5409 306a 50fb 5893 306e 6c4e 8056 676f ff08 ff13 ff09
0x0007EF4D	0x000088B0	0x0000B560	6502	16000	-1	70009220	92905387	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb ff1d 30a4 30eb 306e 6c4e 8056 676f ff08 ff15 ff09
0x0007EF4E	0x000088D0	0x0000B584	6522	18000	-1	70009230	92905388	1	0	3	-1		 4e0d 5409 306a 75c5 3081 308b 30ed 30fc 30e9 30f3 306e 6c4e 8056 676f ff08 ff15 ff09
0x0007EF4F	0x000088F0	0x0000B5A8	6532	20000	-1	70009240	92905389	1	0	3	-1		 4e0d 5409 306a 30a4 30ba 306e 6c4e 8056 676f ff08 ff15 ff09
0x00081650	0x00008910	0x0000B5C2	1000	3500	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x00081651	0x00008930	0x0000B5CA	900	3000	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x00081652	0x00008950	0x0000B5D0	1100	3300	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x00081653	0x00008970	0x0000B5D8	1200	2300	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x00081655	0x00008990	0x0000B5E0	1250	2400	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6
