infoStartAddr:	0x8AB0
numEntries:	0x1BB	443
title:	GEM_CATEGORY_PARAM_ST
paramStartAddr:	0x000029C8
entryID   	paramAddr 	infoAddr  	sortNo	manifestRate	directionalId	cateGroupId	excludeGroupId	isNegative:1	enableSlotTypeA:1	enableSlotTypeB:1	enableSlotTypeC:1	enableSlotTypeD:1	enableSlotTypeE:1	enableSlotTypeF:1	holygrailTypeGroup:7	affinityCateId_0	affinityModifyRate_0	affinityCateId_1	affinityModifyRate_1	affinityCateId_2	affinityModifyRate_2	affinityCateId_3	affinityModifyRate_3
0x0003A5FC	0x00004E50	0x0000A83A	152390	0.01	1	4001	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003A660	0x00004E88	0x0000A876	142390	0.01	2	4002	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003A6C4	0x00004EC0	0x0000A8B2	132390	0.01	3	4003	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003A728	0x00004EF8	0x0000A8EE	122390	0.01	4	4004	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003A78C	0x00004F30	0x0000A92A	112390	0.01	5	4005	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003A7F0	0x00004F68	0x0000A966	102390	0.01	6	4006	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003A9E4	0x00004FA0	0x0000A9A2	152400	0.01	1	3001	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x0003AA48	0x00004FD8	0x0000A9D0	142400	0.01	2	3002	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0003AAAC	0x00005010	0x0000A9FE	132400	0.01	3	3003	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x0003AB10	0x00005048	0x0000AA2C	122400	0.01	4	3004	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x0003AB74	0x00005080	0x0000AA5A	112400	0.01	5	3005	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x0003ABD8	0x000050B8	0x0000AA88	102400	0.01	6	3006	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0003ADCC	0x000050F0	0x0000AAB6	52400	0.01	11	3011	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x0003AE30	0x00005128	0x0000AAE6	42400	0.01	12	3012	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x0003AE94	0x00005160	0x0000AB16	32400	0.01	13	3013	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x0003AEF8	0x00005198	0x0000AB46	22400	0.01	14	3014	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x0003AF5C	0x000051D0	0x0000AB76	12400	0.01	15	3015	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x0003AFC0	0x00005208	0x0000ABA6	2400	0.01	16	3016	2400	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x0003B1B4	0x00005240	0x0000ABD6	52410	0.01	11	4011	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003B218	0x00005278	0x0000AC14	42410	0.01	12	4012	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003B27C	0x000052B0	0x0000AC52	32410	0.01	13	4013	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003B2E0	0x000052E8	0x0000AC90	22410	0.01	14	4014	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003B344	0x00005320	0x0000ACCE	12410	0.01	15	4015	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003B3A8	0x00005358	0x0000AD0C	2410	0.01	16	4016	2400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003D0F4	0x00005390	0x0000AD4A	352500	0.01	101	101	2500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x0003D158	0x000053C8	0x0000AD78	342500	0.01	102	102	2500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0003D1BC	0x00005400	0x0000ADA6	332500	0.01	103	103	2500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x0003D220	0x00005438	0x0000ADD4	322500	0.01	104	104	2500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x0003D284	0x00005470	0x0000AE02	312500	0.01	105	105	2500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x0003D2E8	0x000054A8	0x0000AE30	302500	0.01	106	106	2500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0003F41C	0x000054E0	0x0000AE5E	152590	0.01	1	4001	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003F480	0x00005518	0x0000AE9A	142590	0.01	2	4002	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003F4E4	0x00005550	0x0000AED6	132590	0.01	3	4003	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003F548	0x00005588	0x0000AF12	122590	0.01	4	4004	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003F5AC	0x000055C0	0x0000AF4E	112590	0.01	5	4005	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003F610	0x000055F8	0x0000AF8A	102590	0.01	6	4006	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0003F804	0x00005630	0x0000AFC6	152600	0.01	1	3001	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x0003F868	0x00005668	0x0000AFF4	142600	0.01	2	3002	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0003F8CC	0x000056A0	0x0000B022	132600	0.01	3	3003	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x0003F930	0x000056D8	0x0000B050	122600	0.01	4	3004	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x0003F994	0x00005710	0x0000B07E	112600	0.01	5	3005	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x0003F9F8	0x00005748	0x0000B0AC	102600	0.01	6	3006	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0003FBEC	0x00005780	0x0000B0DA	52600	0.01	11	3011	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x0003FC50	0x000057B8	0x0000B10A	42600	0.01	12	3012	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x0003FCB4	0x000057F0	0x0000B13A	32600	0.01	13	3013	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x0003FD18	0x00005828	0x0000B16A	22600	0.01	14	3014	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x0003FD7C	0x00005860	0x0000B19A	12600	0.01	15	3015	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x0003FDE0	0x00005898	0x0000B1CA	2600	0.01	16	3016	2600	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x0003FFD4	0x000058D0	0x0000B1FA	52610	0.01	11	4011	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00040038	0x00005908	0x0000B238	42610	0.01	12	4012	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0004009C	0x00005940	0x0000B276	32610	0.01	13	4013	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00040100	0x00005978	0x0000B2B4	22610	0.01	14	4014	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00040164	0x000059B0	0x0000B2F2	12610	0.01	15	4015	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x000401C8	0x000059E8	0x0000B330	2610	0.01	16	4016	2600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00041F14	0x00005A20	0x0000B36E	352700	0.01	101	101	2700	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x00041F78	0x00005A58	0x0000B39C	342700	0.01	102	102	2700	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x00041FDC	0x00005A90	0x0000B3CA	332700	0.01	103	103	2700	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x00042040	0x00005AC8	0x0000B3F8	322700	0.01	104	104	2700	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x000420A4	0x00005B00	0x0000B426	312700	0.01	105	105	2700	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x00042108	0x00005B38	0x0000B454	302700	0.01	106	106	2700	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0004423C	0x00005B70	0x0000B482	152790	0.03	1	4001	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x000442A0	0x00005BA8	0x0000B4C0	142790	0.03	2	4002	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044304	0x00005BE0	0x0000B4FE	132790	0.03	3	4003	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044368	0x00005C18	0x0000B53C	122790	0.03	4	4004	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x000443CC	0x00005C50	0x0000B57A	112790	0.03	5	4005	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044430	0x00005C88	0x0000B5B8	102790	0.03	6	4006	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044624	0x00005CC0	0x0000B5F6	152800	0.03	1	3001	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x00044688	0x00005CF8	0x0000B626	142800	0.03	2	3002	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x000446EC	0x00005D30	0x0000B656	132800	0.03	3	3003	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x00044750	0x00005D68	0x0000B686	122800	0.03	4	3004	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x000447B4	0x00005DA0	0x0000B6B6	112800	0.03	5	3005	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x00044818	0x00005DD8	0x0000B6E6	102800	0.03	6	3006	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x00044A0C	0x00005E10	0x0000B716	52800	0.03	11	3011	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x00044A70	0x00005E48	0x0000B748	42800	0.03	12	3012	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00044AD4	0x00005E80	0x0000B77A	32800	0.03	13	3013	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x00044B38	0x00005EB8	0x0000B7AC	22800	0.03	14	3014	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x00044B9C	0x00005EF0	0x0000B7DE	12800	0.03	15	3015	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
