infoStartAddr:	0x1AE88
numEntries:	0x7AF	1967
title:	OBJECT_PARAM_ST
paramStartAddr:	0x0000B8A8
entryID   	paramAddr 	infoAddr  	hp	defense	extRefTexId	materialId	animBreakIdMax	isCamHit:1	isBreakByPlayerCollide:1	isAnimBreak:1	isPenetrationBulletHit:1	isChrHit:1	isAttackBacklash:1	isDisableBreakForFirstAppear:1	isLadder:1	isAnimPauseOnRemoPlay:1	isDamageNoHit:1	isMoveObj:1	pad_1:5	defaultLodParamId	breakSfxId	navimeshFlag	pad_2[1]	paintRenderTargetSize	breakAiSoundId	pad_3[8]
0x0003A9A8	0x00013788	0x0001DAA6	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 6249 ff08 6559 4f1a 524d ff09
0x0003A9AD	0x000137A8	0x0001DAB4	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 30b9 30bf 30fc 30c8 6559 4f1a 306e 5f6b 50cf
0x0003A9AE	0x000137C8	0x0001DAC8	1	0	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	3000		 8840 5165 308a 30dc 30c8 30eb 5358 54c1
0x0003A9AF	0x000137E8	0x0001DADA	1	0	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	3000		 5e3d 5b50 ff08 006d 0030 0030 0039 0037 0037 0030 0029
0x0003A9B0	0x00013808	0x0001DAF2	1	0	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	3000		 9774 ff08 5358 54c1 ff09 006d 0030 0030 0039 0037 0037 0031
0x0003A9B1	0x00013828	0x0001DB0C	1	0	-1	9	0	1	0	0	0	1	0	0	0	0	0	0		-1	-1	1		256	3000		 8def 4e0a 306e 7a4d 8377 005f 53f0 8eca 3000 006d 0030 0030 0039 0037 0034 0033
0x0003A9B2	0x00013848	0x0001DB2E	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 51e6 5211 3000 731f 72ac ff08 5927 ff09
0x0003A9B3	0x00013868	0x0001DB40	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 51e6 5211 3000 4eba 578b ff08 5c0f ff09
0x0003A9B4	0x00013888	0x0001DB52	1	0	-1	9	0	1	0	0	0	1	0	0	0	0	0	0		-1	-1	1		256	3000		 7d10 4ed8 304d 304b 3070 3093 3000 006d 0030 0030 0039 0037 0034 0034
0x0003A9B5	0x000138A8	0x0001DB70	1	0	-1	9	0	1	0	0	0	1	0	0	0	0	0	0		-1	-1	1		256	3000		 7d10 306a 3057 304b 3070 3093 3000 006d 0030 0030 0039 0037 0034 0035
0x0003A9B6	0x000138C8	0x0001DB8E	1	0	-1	9	0	1	0	0	0	1	0	0	0	0	0	0		-1	-1	1		256	3000		 8def 4e0a 306e 7a4d 8377 005f 30c8 30e9 30f3 30af 005f 84cb 958b 3000 006d 0030 0030 0039 0037 0034 0036
0x0003A9B7	0x000138E8	0x0001DBBA	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 6728 7bb1 0028 4e8c 6bb5 0029
0x0003A9BC	0x00013908	0x0001DBC8	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 7a4d 307f 8377 306e 5c71
0x0003A9BD	0x00013928	0x0001DBD4	1	0	-1	9	0	1	0	0	0	1	0	0	0	0	0	0		-1	900252	1		256	3000		 8840 5165 308a 30dc 30c8 30eb 30bb 30c3 30c8 306e 5c71
0x0003A9BE	0x00013948	0x0001DBEC	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 6a3d 30bb 30c3 30c8
0x0003A9BF	0x00013968	0x0001DBF6	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 5927 5c0f 6728 7bb1 30bb 30c3 30c8
0x0003A9C0	0x00013988	0x0001DC06	1	0	-1	3	0	1	1	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 672c 306e 5c71
0x0003A9C1	0x000139A8	0x0001DC0E	1	0	-1	9	0	1	1	0	0	1	0	0	0	0	0	0		-1	-1	0		256	3000		 74f6 30bb 30c3 30c8 3000 0041 3000 ff08 6301 3061 624b 4ed8 ff09
0x0003A9C2	0x000139C8	0x0001DC2A	1	0	-1	9	0	1	1	0	0	1	0	0	0	0	0	0		-1	-1	0		256	3000		 74f6 30bb 30c3 30c8 3000 0042
0x0003A9D0	0x000139E8	0x0001DC38	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 8a3a 7642 6240 005f 8f38 8840 5668 5177
0x0003A9D1	0x00013A08	0x0001DC4A	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 533b 7642 5668 5177 30b7 30e3 30fc 30ec
0x0003A9D2	0x00013A28	0x0001DC5C	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 533b 7642 5668 5177 7bb1 30bb 30c3 30c8
0x0003A9D3	0x00013A48	0x0001DC6E	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 533b 7642 5668 5177 8a66 9a13 7ba1
0x0003A9D4	0x00013A68	0x0001DC7E	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 6ce8 5c04 30d0 30b1 30c4
0x0003A9D5	0x00013A88	0x0001DC8A	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 6876
0x0003A9D6	0x00013AA8	0x0001DC8E	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 68da
0x0003A9D7	0x00013AC8	0x0001DC92	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 68da 005f 30b7 30f3 30d7 30eb
0x0003A9D8	0x00013AE8	0x0001DCA0	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 68da 005f 30c9 30c3 30af 6539 9020
0x0003A9D9	0x00013B08	0x0001DCB0	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 68da 005f 30b3 30fc 30ca 30fc 7528
0x0003A9DA	0x00013B28	0x0001DCC0	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 68da 005f 66f2 30bf 30a4 30d7
0x0003A9DB	0x00013B48	0x0001DCCE	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 68da 005f 30b7 30f3 30d7 30eb 005f 77ed
0x0003A9DC	0x00013B68	0x0001DCE0	1	0	-1	4	0	1	0	0	0	1	1	0	0	0	0	0		-1	900252	1		256	3000		 30d9 30f3 30c1
0x0003A9DD	0x00013B88	0x0001DCE8	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 8f38 8840 53f0 005f 5e03 6709
0x0003A9DE	0x00013BA8	0x0001DCF6	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 8f38 8840 53f0 005f 5e03 7121
0x0003A9E4	0x00013BC8	0x0001DD04	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 4e21 958b 304d 6249 ff08 8a3a 7642 6240 5185 ff09
0x0003A9E5	0x00013BE8	0x0001DD1A	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 6249 ff08 5e83 5834 5efa 7269 ff09
0x0003A9E6	0x00013C08	0x0001DD2A	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 6249 ff08 8056 5802 0041 0042 63a5 7d9a ff09
0x0003A9E8	0x00013C28	0x0001DD3E	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 4e21 958b 304d 6249 0028 8a3a 7642 6240 5185 0029 4e0d 900f 660e 30ac 30e9 30b9
0x0003AA34	0x00013C48	0x0001DD60	1	0	-1	9	0	0	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 8a3a 7642 6240 005f 8f38 8840 5668 5177 005f 30ab 30e1 30e9 30a2 30bf 30ea 306a 3057
0x0003AA35	0x00013C68	0x0001DD84	1	0	-1	9	0	0	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 533b 7642 5668 5177 30b7 30e3 30fc 30ec 005f 30ab 30e1 30e9 30a2 30bf 30ea 306a 3057
0x0003AA41	0x00013C88	0x0001DDA8	1	0	-1	9	0	0	0	0	0	1	1	0	0	0	0	0		-1	900250	1		256	3000		 8f38 8840 53f0 005f 5e03 6709 005f 30ab 30e1 30e9 30a2 30bf 30ea 306a 3057
0x0003AAAD	0x00013CA8	0x0001DDC8	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAAF	0x00013CC8	0x0001DDD0	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAB0	0x00013CE8	0x0001DDD8	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAB1	0x00013D08	0x0001DDE0	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAB2	0x00013D28	0x0001DDE8	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAB4	0x00013D48	0x0001DDF0	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAB5	0x00013D68	0x0001DDF8	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAB8	0x00013D88	0x0001DE00	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AAB9	0x00013DA8	0x0001DE08	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AABA	0x00013DC8	0x0001DE10	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AABB	0x00013DE8	0x0001DE18	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AABC	0x00013E08	0x0001DE20	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	2		256	0		 9727 306e 58c1
0x0003AB56	0x00013E28	0x0001DE28	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 8056 5802 0041 30dc 30b9 524d 9580
0x0003AB74	0x00013E48	0x0001DE38	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 8056 5802 0042 3000 68ee 3078 306e 6249
0x0003AB75	0x00013E68	0x0001DE4A	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 30b2 30fc 30c8 ff08 5c0f ff09
0x0003AB76	0x00013E88	0x0001DE58	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 30b2 30fc 30c8 ff08 8a3a 7642 6240 524d ff09
0x0003AB7E	0x00013EA8	0x0001DE6C	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB7F	0x00013EC8	0x0001DE7A	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB80	0x00013EE8	0x0001DE88	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB81	0x00013F08	0x0001DE96	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB82	0x00013F28	0x0001DEA4	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB83	0x00013F48	0x0001DEB2	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB84	0x00013F68	0x0001DEC0	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB85	0x00013F88	0x0001DECE	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB8D	0x00013FA8	0x0001DEDC	-1	0	-1	9	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 91d1 5c5e ff09
0x0003AB92	0x00013FC8	0x0001DEEA	-1	0	-1	4	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 ff08 006d 0032 0037 63a5 7d9a 306b 4f34 3046 79fb 690d ff09
0x0003AB93	0x00013FE8	0x0001DF08	-1	0	-1	4	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 0028 6728 0029
0x0003AB94	0x00014008	0x0001DF14	-1	0	-1	4	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 0028 6728 0029
0x0003AB95	0x00014028	0x0001DF20	-1	0	-1	4	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 0028 6728 0029
0x0003AB96	0x00014048	0x0001DF2C	-1	0	-1	4	0	1	0	0	0	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50 0028 6728 0029
0x0003AB9C	0x00014068	0x0001DF38	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 5927 6a39 ff08 8056 5802 0043 6a4b 8fd1 8fba 3000 30d7 30ed 30c8 79fb 690d ff09
0x0003ABE4	0x00014088	0x0001DF5A	1	0	-1	9	0	1	0	0	0	1	1	0	0	0	0	0		-1	-1	1		256	0		 540a 308b 3057 5b9d 6b7b 4f53 306e 9396
0x0003AD69	0x000140A8	0x0001DF6C	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 5e03 304b 3076 308a 77f3 50cf 0028 5c0f 0029
0x0003AD6A	0x000140C8	0x0001DF80	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 5e03 304b 3076 308a 77f3 50cf 0028 4e2d 0029
0x0003AD6B	0x000140E8	0x0001DF94	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 5e03 304b 3076 308a 77f3 50cf 0028 5927 0029
0x0003AD71	0x00014108	0x0001DFA8	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 5e03 304b 3076 308a 77f3 50cf 0028 4e2d 306e 5927 0029
0x0003AD72	0x00014128	0x0001DFC0	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 5c4b 6577 6b63 9580
0x0003AD73	0x00014148	0x0001DFCA	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 5c4b 6577 6249 ff08 0031 0046 ff09
0x0003AD74	0x00014168	0x0001DFDA	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 5c4b 6577 6249 ff08 0032 0046 ff09
0x0003AD75	0x00014188	0x0001DFEA	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 5c4b 6577 901a 8def 30c9 30a2
0x0003AD76	0x000141A8	0x0001DFF8	1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 6905 5b50
0x0003AD7C	0x000141C8	0x0001DFFE	999	0	-1	1	0	1	0	0	1	1	1	0	0	0	1	0		-1	-1	0		256	0		 58ca 308c 308b 7a93
0x0003AD7D	0x000141E8	0x0001E008	1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	900252	1		256	3000		 58ca 308c 308b 7a93 3000 0028 8056 5802 8857 0043 3000 5927 8056 5802 7528 0029
0x0003AD86	0x00014208	0x0001E02A	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 30b7 30e3 30f3 30c7 30ea 30a2
0x0003AD87	0x00014228	0x0001E038	1	0	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3010		 30b7 30e3 30f3 30c7 30ea 30a2 3000 843d 4e0b 5f8c
0x0003AD90	0x00014248	0x0001E04E	-1	0	-1	1	0	1	0	0	1	1	1	0	0	1	0	1		-1	-1	0		256	0		 30a8 30ec 30d9 30fc 30bf 30fc
0x0003AD9A	0x00014268	0x0001E05C	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 30c6 30fc 30d6 30eb
0x0003AD9B	0x00014288	0x0001E066	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	1		256	0		 6905 5b50
0x0003AD9C	0x000142A8	0x0001E06C	1	0	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	1		256	0		 5929 7403 5100
0x0003AD9D	0x000142C8	0x0001E074	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 68da
0x0003AD9E	0x000142E8	0x0001E078	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 84cb
0x0003B150	0x00014308	0x0001E07C	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 7a3c 50cd 5f0f 968e 6bb5
0x0003B151	0x00014328	0x0001E088	1	0	-1	-1	0	1	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 7834 58ca 7a93 ff08 8056 5802 8857 0042 ff09
0x0003B15A	0x00014348	0x0001E09C	1	90	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	900252	2		256	3000		 5893 0028 56db 89d2 0029
0x0003B15B	0x00014368	0x0001E0A8	1	90	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	900252	2		256	3000		 5893 0028 4e09 89d2 0029
0x0003B15C	0x00014388	0x0001E0B4	1	90	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	900252	2		256	3000		 5893 0028 4e38 0029
0x0003B53B	0x000143A8	0x0001E0BE	-1	0	-1	1	0	1	0	0	1	1	1	0	0	1	0	1		-1	-1	0		256	0		 30a8 30ec 30d9 30fc 30bf 30fc
0x0003B53C	0x000143C8	0x0001E0CC	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 6249 ff08 68ee 63a5 7d9a ff09
0x0003B543	0x000143E8	0x0001E0DA	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	1		256	0		 72ac 6abb
0x0003B546	0x00014408	0x0001E0E0	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	1		256	0		 72ac 6abb 005f 5c0f
0x0003BB1E	0x00014428	0x0001E0EA	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 906e 65ad 8377 8eca 3000 ff08 006f 0032 0039 0034 0034 0035 0031 0030 30a2 30ec 30f3 30b8 ff09
0x0003C8CF	0x00014448	0x0001E112	-1	0	-1	10	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	2		256	0		 30b8 30a7 30b9 30c1 30e3 30fc 5165 624b 7528 6b7b 4f53
0x0003CCA9	0x00014468	0x0001E12A	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 85c1 7389 3000 ff08 8ee2 304c 308b ff09
0x0003CCAA	0x00014488	0x0001E13C	1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	1		256	0		 85c1 7389 3000 ff08 30a2 30cb 30e1 30fc 30b7 30e7 30f3 7d42 4e86 5f8c ff09
0x0003D08D	0x000144A8	0x0001E15C	1	0	-1	-1	0	1	0	0	1	1	1	0	0	0	0	0		-1	900252	0		256	0		 5ef6 713c 30c6 30b9 30c8 30c0 30df 30fc 30c7 30fc 30bf
0x0003D478	0x000144C8	0x0001E174	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 7384 95a2 6249
0x0003D860	0x000144E8	0x0001E17C	-1	0	-1	4	0	1	0	0	1	1	1	0	0	1	0	0		-1	-1	2		256	0		 5b9d 7bb1 30fb 5c0f
0x0003D8C4	0x00014508	0x0001E186	-1	0	-1	4	0	1	0	0	1	1	1	0	0	1	0	0		-1	-1	2		256	0		 5b9d 7bb1 30fb 4e2d
0x0003D928	0x00014528	0x0001E190	-1	0	-1	4	0	1	0	0	1	1	1	0	0	1	0	0		-1	-1	2		256	0		 5b9d 7bb1 30fb 5927
0x0003DC48	0x00014548	0x0001E19A	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 64ec 614b 672c 68da
0x0003E030	0x00014568	0x0001E1A4	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 6905 5b50
0x0003E03A	0x00014588	0x0001E1AA	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 66f8 7269 53f0
0x0003E0F8	0x000145A8	0x0001E1B2	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0031
0x0003E0F9	0x000145C8	0x0001E1C8	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0032
0x0003E0FA	0x000145E8	0x0001E1DE	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0033
0x0003E0FB	0x00014608	0x0001E1F4	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0034
0x0003E0FC	0x00014628	0x0001E20A	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0035
0x0003E0FD	0x00014648	0x0001E220	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0036
0x0003E0FE	0x00014668	0x0001E236	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0037
0x0003E0FF	0x00014688	0x0001E24C	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 63a7 5ba4 30c6 30fc 30d6 30eb 30a6 30a7 30a2 0038
0x0003E224	0x000146A8	0x0001E262	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 71ed 53f0 ff08 9ad8 ff09
0x0003E225	0x000146C8	0x0001E26E	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	900252	0		256	3000		 71ed 53f0 ff08 4f4e ff09
0x0003E288	0x000146E8	0x0001E27A	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 874b 71ed
0x0003E289	0x00014708	0x0001E280	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 874b 71ed
0x0003E28A	0x00014728	0x0001E286	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 874b 71ed
0x0003E2EC	0x00014748	0x0001E28C	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7a4d 307e 308c 305f 672c
0x0003E2ED	0x00014768	0x0001E298	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7a4d 307e 308c 305f 672c
0x0003E2EE	0x00014788	0x0001E2A4	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7a4d 307e 308c 305f 672c
0x0003E2EF	0x000147A8	0x0001E2B0	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7a4d 307e 308c 305f 672c
0x0003E2F0	0x000147C8	0x0001E2BC	1	0	-1	4	0	0	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7a4d 307e 308c 305f 672c
0x0003E800	0x000147E8	0x0001E2C8	-1	0	-1	1	0	0	0	0	1	0	0	0	1	0	0	0		-1	-1	0		256	0		 306f 3057 3054 30c0 30df 30fc
0x0003E80A	0x00014808	0x0001E2D6	-1	0	-1	1	0	0	0	0	1	0	0	0	1	0	0	0		-1	-1	0		256	0		 306f 3057 3054 30c0 30df 30fc
0x0003EBE8	0x00014828	0x0001E2E4	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBE9	0x00014848	0x0001E2EA	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBEA	0x00014868	0x0001E2F0	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBEB	0x00014888	0x0001E2F6	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBEC	0x000148A8	0x0001E2FC	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBED	0x000148C8	0x0001E302	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBEE	0x000148E8	0x0001E308	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBEF	0x00014908	0x0001E30E	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EBF0	0x00014928	0x0001E314	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 77f3 50cf
0x0003EC4C	0x00014948	0x0001E31A	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 30c6 30fc 30d6 30eb
0x0003ECB0	0x00014968	0x0001E324	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	2		256	0		 66f8 5eab 306e 968e 6bb5 30aa 30d6 30b8 30a7
