infoStartAddr:	0x6390
numEntries:	0x1C6	454
title:	MENUPROPERTY_LAYOUT
paramStartAddr:	0x00002AD0
entryID   	paramAddr 	infoAddr  	LayoutPath[16]	PropertyID	CaptionTextID	HelpTextID	reserved[4]
0x0000760F	0x00005F50	0x000088E0	124	380	0	0	15	 0052 005f 0031 005f 0050
0x00007610	0x00005F70	0x000088EC	125	381	0	0	16	 0052 005f 0032 005f 0050
0x00007611	0x00005F90	0x000088F8	126	382	0	0	17	 0052 005f 0033 005f 0050
0x00007612	0x00005FB0	0x00008904	127	383	0	0	18	 0052 005f 0034 005f 0050
0x00007613	0x00005FD0	0x00008910	128	384	0	0	19	 0052 005f 0035 005f 0050
0x00007614	0x00005FF0	0x0000891C	129	385	0	0	20	 0052 005f 0036 005f 0050
0x00007615	0x00006010	0x00008928	130	386	0	0	21	 0052 005f 0037 005f 0050
0x00007616	0x00006030	0x00008934	131	387	0	0	22	 0052 005f 0038 005f 0050
0x00007617	0x00006050	0x00008940	132	388	0	0	23	 0052 005f 0039 005f 0050
0x00007618	0x00006070	0x0000894C	0	0	11049	31049	24	 0052 005f 0031 0030 005f 0054
0x00007619	0x00006090	0x0000895A	84	340	0	0	25	 0052 005f 0031 0031 005f 0049 0063 006f 006e 005f 0031
0x0000761A	0x000060B0	0x00008972	85	341	0	0	26	 0052 005f 0031 0031 005f 0049 0063 006f 006e 005f 0032
0x0000761B	0x000060D0	0x0000898A	86	342	0	0	27	 0052 005f 0031 0031 005f 0049 0063 006f 006e 005f 0033
0x0000761C	0x000060F0	0x000089A2	87	343	0	0	28	 0052 005f 0031 0031 005f 0049 0063 006f 006e 005f 0034
0x0000761D	0x00006110	0x000089BA	0	0	11069	31069	29	 0052 005f 0031 0032 005f 0054
0x0000761E	0x00006130	0x000089C8	94	350	0	0	30	 0052 005f 0031 0033 005f 0049 0063 006f 006e 005f 0031
0x0000761F	0x00006150	0x000089E0	95	351	0	0	31	 0052 005f 0031 0033 005f 0049 0063 006f 006e 005f 0032
0x00007620	0x00006170	0x000089F8	96	352	0	0	32	 0052 005f 0031 0033 005f 0049 0063 006f 006e 005f 0033
0x00007621	0x00006190	0x00008A10	97	353	0	0	33	 0052 005f 0031 0033 005f 0049 0063 006f 006e 005f 0034
0x00007622	0x000061B0	0x00008A28	0	0	0	0	34	 30ec 30d9 30eb 30a2 30c3 30d7 ff1a 3010 6b66 5668 3011 8a73 7d30 8868 793a 005f 7d42 7aef
0x00007918	0x000061D0	0x00008A4E	20	10004	0	0	24	 30ad 30e3 30e9 30e1 30a4 30af 30c8 30c3 30d7 ff1a 30d7 30ec 30a4 30e4 30fc 30b9 30c6 30fc 30bf 30b9 0020 004c 0065 0076 0065 006c
0x00007919	0x000061F0	0x00008A84	21	10005	0	0	25	 0053 006f 0075 006c
0x0000791A	0x00006210	0x00008A8E	116	10100	0	0	26	 0056 0069 0074 0061 006c 0069 0074 0079
0x0000791B	0x00006230	0x00008AA0	117	10101	0	0	27	 0057 0069 006c 006c 0070 006f 0077 0065 0072
0x0000791C	0x00006250	0x00008AB4	118	10102	0	0	28	 0053 0074 0072 0065 006e 0067 0074 0068
0x0000791D	0x00006270	0x00008AC6	119	10103	0	0	29	 0044 0065 0078 0069 0074 0065 0072 0069 0074 0079
0x0000791E	0x00006290	0x00008ADC	120	10104	0	0	30	 0053 0068 006f 0074
0x0000791F	0x000062B0	0x00008AE6	121	10105	0	0	31	 004d 0061 0067 0069 0063
0x00007920	0x000062D0	0x00008AF2	16	10000	0	0	32	 0043 0068 0061 0072 0061 0063 0074 0065 0072 004e 0061 006d 0065
0x00007921	0x000062F0	0x00008B0E	19	10003	0	0	33	 0047 0065 006e 0064 0065 0072
0x00007922	0x00006310	0x00008B1C	24	10008	0	0	34	 0041 0067 0065 0042 0072 0061 0063 006b 0065 0074
0x00007923	0x00006330	0x00008B32	17	10001	0	0	35	 004f 0072 0069 0067 0069 006e
0x00007924	0x00006350	0x00008B40	21	10005	0	0	36	 0047 0069 0066 0074
