#BOM付きUTF8で保存された場合に一行目が解析不能になるDLPropertiesの不具合に備えてコメントアウト

Num  = 1768
1677 = "Event101280_to_Event101281"
1678 = "Event101283_to_Event101284"
1679 = "W_Event101273"
1680 = "W_Event101274"
1681 = "W_Event101275"
1682 = "W_Event101280"
1683 = "W_Event101281"
1684 = "W_Event101282"
1685 = "W_Event101283"
1686 = "W_Event101284"
1687 = "W_Event101285"
1688 = "W_Event101290"
1689 = "W_AtkBoth_GunShot01"
1690 = "W_Event103034"
1691 = "W_Event103088"
1692 = "W_Event103089"
1693 = "Event8000_to_Event7000"
1694 = "Event8010_to_Event7001"
1695 = "Event8020_to_Event7002"
1696 = "Event8030_to_Event7003"
1697 = "Event8040_to_Event7004"
1698 = "W_Event103108"
1699 = "W_Event101310"
1700 = "W Event7010"
1701 = "W Event7011"
1702 = "W Evnet7012"
1703 = "W_Evnet7012"
1704 = "W_Event9011"
1705 = "W_Event9009"
1706 = "a000_007014_End"
1707 = "W_Event7030"
1708 = "W_Event7031"
1709 = "W_Event7032"
1710 = "W_Event7033"
1711 = "W_Event7034"
1712 = "W_Event7035"
1713 = "W_Event7036"
1714 = "Event7010"
1715 = "Event7012_to_Event7010"
1716 = "W_Event101320"
1717 = "W_Event103023"
1718 = "a000 007002_End"
1719 = "W_Event7051"
1720 = "W_Event7052"
1721 = "W_Event7053"
1722 = "Event7016 to Event7018"
1723 = "Event7017 to Event7020"
1724 = "Event7021 to Event7018"
1725 = "W_Event101116"
1726 = "W_Event7041"
1727 = "W_Event7043"
1728 = "W_Event7045"
1729 = "W_Event7047"
1730 = "W_Event101169"
1731 = "W_Event101300"
1732 = "W_Event7054"
1733 = "W_Attack3040"
1734 = "W_Attack3041"
1735 = "W_Attack3042"
1736 = "W_Attack3043"
1737 = "W_Attack3044"
1738 = "W_Attack3045"
1739 = "W_Attack3046"
1740 = "W_Attack3047"
1741 = "W_Attack3048"
1742 = "W_Attack3049"
1743 = "W_Event3040"
1744 = "W_Event3041"
1745 = "W_Event3042"
1746 = "W_Event3043"
1747 = "W_Event3044"
1748 = "W_Event3045"
1749 = "W_Event3046"
1750 = "W_Event3047"
1751 = "W_Event3048"
1752 = "W_Event3049"
1753 = "W_Event101190"
1754 = "Event38"
1755 = "W_Idle_mirror"
1756 = "Event103135_to_Event103136"
1757 = "W_Event103024"
1758 = "W_Event103134"
1759 = "W_Event103135"
1760 = "W_Event103136"
1761 = "Event39"
1762 = "Event40"
1763 = "W_Idle00"
1764 = "W_Event103066"
1765 = "W_Event103067"
1766 = "Event7020 to Event7021"
1767 = "W Event7025"
1768 = "Event7001_to_Event7000"
